,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
1537,11.0,53,5.5,13.0,overcast,1016.57,3,Autumn,6.5,inland,Cloudy
5947,19.0,53,3.0,71.0,partly cloudy,1093.45,2,Summer,2.0,coastal,Sunny
5489,30.0,53,13.5,22.0,overcast,1009.03,1,Summer,6.5,coastal,Cloudy
6661,40.0,53,8.5,17.0,clear,1024.51,7,Winter,8.5,inland,Sunny
1884,13.0,53,8.5,33.0,cloudy,1005.78,5,Spring,10.5,mountain,Cloudy
10554,42.0,53,5.0,10.0,clear,1027.84,10,Winter,7.0,mountain,Sunny
1724,21.0,53,3.5,11.0,partly cloudy,1024.94,8,Spring,9.5,coastal,Sunny
5630,34.0,53,7.0,22.0,partly cloudy,1004.25,3,Winter,7.0,inland,Cloudy
10623,29.0,53,8.5,9.0,clear,1021.35,10,Summer,5.0,coastal,Sunny
2058,11.0,53,9.5,31.0,partly cloudy,1019.37,3,Winter,7.5,mountain,Cloudy
12914,27.0,53,8.5,13.0,partly cloudy,1029.23,6,Autumn,9.0,mountain,Sunny
6332,22.0,53,1.5,14.0,clear,1010.41,11,Spring,7.0,inland,Sunny
6033,24.0,53,4.0,18.0,clear,1028.11,6,Summer,7.0,coastal,Sunny
5313,21.0,53,10.0,36.0,overcast,1015.49,2,Autumn,8.0,coastal,Cloudy
5917,20.0,53,12.5,15.0,partly cloudy,1008.24,4,Spring,8.0,mountain,Cloudy
6802,24.0,53,2.5,71.0,cloudy,879.71,5,Summer,2.5,mountain,Sunny
10852,38.0,53,3.5,16.0,clear,1023.71,11,Spring,9.5,inland,Sunny
2011,11.0,53,1.5,37.0,partly cloudy,1002.88,1,Winter,5.5,mountain,Cloudy
6542,32.0,53,4.5,41.0,overcast,1007.25,4,Spring,8.5,coastal,Cloudy
890,41.0,53,2.5,1.0,clear,1015.42,9,Spring,7.5,coastal,Sunny
11680,16.0,53,11.5,31.0,partly cloudy,1015.88,3,Summer,6.5,coastal,Cloudy
4011,31.0,53,10.0,7.0,clear,1026.82,6,Spring,10.0,mountain,Sunny
12512,34.0,53,0.0,0.0,clear,1019.78,5,Spring,9.5,inland,Sunny
11855,20.0,53,8.5,8.0,partly cloudy,1020.8,7,Autumn,6.0,coastal,Sunny
7886,26.0,53,5.0,20.0,partly cloudy,1003.25,3,Winter,7.0,coastal,Cloudy
7938,10.0,53,14.0,43.0,partly cloudy,1003.53,1,Spring,7.5,inland,Cloudy
4108,14.0,53,12.5,45.0,partly cloudy,1015.47,2,Winter,5.5,mountain,Cloudy
8031,25.0,53,7.0,12.0,clear,1026.52,8,Autumn,6.0,coastal,Sunny
12433,13.0,53,6.0,46.0,overcast,1011.45,3,Winter,7.5,mountain,Cloudy
1068,31.0,53,7.5,5.0,clear,1023.5,10,Autumn,9.5,inland,Sunny
8164,16.0,53,2.0,47.0,partly cloudy,1006.09,3,Winter,7.5,inland,Cloudy
8204,30.0,53,11.5,41.0,overcast,1010.52,3,Winter,5.5,coastal,Cloudy
9935,35.0,53,7.0,12.0,clear,1011.07,5,Summer,7.0,coastal,Sunny
694,28.0,53,8.0,16.0,clear,1016.17,6,Summer,9.0,coastal,Sunny
2887,28.0,53,6.0,15.0,partly cloudy,1012.75,4,Winter,5.5,coastal,Cloudy
8250,33.0,53,4.0,42.0,partly cloudy,1007.87,4,Autumn,5.5,inland,Cloudy
8254,29.0,53,0.0,1.0,clear,1017.52,10,Winter,8.0,coastal,Sunny
723,10.0,53,6.0,43.0,partly cloudy,1005.75,4,Summer,5.5,mountain,Cloudy
2912,32.0,53,9.0,17.0,overcast,1004.99,1,Winter,7.5,mountain,Cloudy
8312,28.0,53,5.0,24.0,partly cloudy,1013.24,3,Spring,6.0,mountain,Cloudy
9618,8.0,53,13.5,72.0,partly cloudy,1137.35,9,Spring,16.0,inland,Cloudy
2920,19.0,53,6.5,17.0,overcast,1016.42,2,Autumn,7.5,mountain,Cloudy
9911,22.0,53,14.0,27.0,overcast,1003.23,4,Summer,7.5,coastal,Cloudy
1109,41.0,53,3.5,15.0,clear,1027.23,6,Winter,9.5,coastal,Sunny
1177,12.0,53,7.0,22.0,partly cloudy,1012.93,3,Spring,5.5,mountain,Cloudy
7506,27.0,53,4.5,11.0,clear,1010.61,9,Autumn,8.0,mountain,Sunny
10311,26.0,53,12.0,11.0,overcast,1018.07,4,Winter,6.0,mountain,Cloudy
4685,14.0,53,2.0,30.0,partly cloudy,1012.15,1,Autumn,8.5,inland,Cloudy
2360,22.0,53,13.0,16.0,partly cloudy,1014.97,2,Summer,5.5,coastal,Cloudy
10279,33.0,53,7.5,36.0,overcast,1001.37,2,Spring,5.5,inland,Cloudy
12711,25.0,53,9.5,15.0,clear,1026.09,11,Autumn,7.5,mountain,Sunny
12698,-17.0,53,6.5,58.0,partly cloudy,922.89,12,Spring,8.5,inland,Sunny
4563,12.0,53,6.5,41.0,overcast,1003.16,3,Autumn,7.0,coastal,Cloudy
7446,43.0,53,7.0,14.0,cloudy,1108.05,14,Winter,17.5,mountain,Snowy
10184,19.0,53,8.0,16.0,overcast,1011.29,4,Winter,8.0,coastal,Cloudy
2524,19.0,53,8.0,47.0,partly cloudy,1001.91,2,Summer,8.0,coastal,Cloudy
9960,31.0,53,6.0,14.0,overcast,1018.54,2,Autumn,8.0,mountain,Cloudy
7578,36.0,53,7.0,6.0,partly cloudy,1021.04,5,Summer,10.0,coastal,Sunny
513,34.0,53,6.5,41.0,partly cloudy,1013.81,1,Winter,8.0,coastal,Cloudy
4352,22.0,53,5.0,19.0,overcast,1014.57,1,Spring,6.0,coastal,Cloudy
4351,38.0,53,8.5,15.0,clear,1019.59,7,Spring,8.0,coastal,Sunny
4338,0.0,53,8.5,80.0,overcast,1105.25,4,Autumn,5.5,coastal,Snowy
7700,44.0,53,3.5,10.0,clear,1012.05,11,Winter,8.5,inland,Sunny
2618,42.0,53,7.5,19.0,clear,1029.77,9,Spring,5.5,inland,Sunny
4313,33.0,53,3.0,13.0,clear,1014.95,8,Summer,7.5,coastal,Sunny
2637,37.0,53,8.0,14.0,partly cloudy,1020.97,9,Autumn,9.0,coastal,Sunny
2921,29.0,53,11.0,11.0,overcast,1018.02,1,Winter,8.5,inland,Cloudy
3904,22.0,53,11.0,39.0,partly cloudy,1007.42,3,Winter,8.0,coastal,Cloudy
12328,16.0,53,5.5,95.0,cloudy,999.71,2,Spring,13.0,coastal,Snowy
9187,29.0,53,2.0,38.0,overcast,1003.58,4,Summer,7.5,coastal,Cloudy
9225,25.0,53,10.5,46.0,partly cloudy,1012.51,2,Spring,8.0,inland,Cloudy
3518,25.0,53,10.5,39.0,overcast,1008.15,3,Spring,8.5,mountain,Cloudy
3195,19.0,53,14.0,10.0,partly cloudy,1018.87,2,Winter,5.5,coastal,Cloudy
12054,20.0,53,8.0,19.0,partly cloudy,1014.95,2,Winter,8.0,inland,Cloudy
12181,17.0,53,11.0,38.0,partly cloudy,1009.76,3,Spring,8.5,coastal,Cloudy
8848,32.0,53,8.0,20.0,overcast,1001.82,4,Spring,7.0,coastal,Cloudy
844,15.0,53,11.5,41.0,partly cloudy,1012.1,3,Winter,7.5,coastal,Cloudy
3492,27.0,53,2.0,8.0,partly cloudy,1028.55,7,Spring,9.5,inland,Sunny
3470,25.0,53,4.0,6.0,clear,1024.05,11,Spring,8.0,mountain,Sunny
9182,34.0,53,5.0,35.0,overcast,1014.46,3,Spring,7.5,mountain,Cloudy
8363,30.0,53,5.5,12.0,partly cloudy,1015.07,9,Summer,7.0,inland,Sunny
3234,24.0,53,8.5,2.0,clear,1014.43,7,Spring,8.0,mountain,Sunny
12152,21.0,53,2.5,19.0,clear,1022.3,5,Autumn,9.0,mountain,Sunny
8933,33.0,53,7.0,18.0,partly cloudy,1018.99,3,Summer,8.0,mountain,Cloudy
3398,32.0,53,10.0,43.0,partly cloudy,1017.86,2,Autumn,5.5,coastal,Cloudy
12128,26.0,53,0.5,45.0,overcast,1003.05,2,Winter,7.0,mountain,Cloudy
9094,14.0,53,10.0,29.0,partly cloudy,1018.91,1,Winter,8.5,coastal,Cloudy
9091,38.0,53,2.5,8.0,clear,1012.1,11,Winter,10.0,inland,Sunny
3339,32.0,53,1.0,3.0,clear,1020.72,7,Winter,5.5,mountain,Sunny
12103,17.0,53,1.5,20.0,overcast,1001.72,4,Spring,8.0,inland,Cloudy
9237,35.0,53,4.0,17.0,clear,1015.11,7,Winter,7.5,mountain,Sunny
12199,34.0,53,8.0,95.0,overcast,1067.18,12,Autumn,10.0,inland,Rainy
12046,24.0,53,1.0,43.0,partly cloudy,1017.68,2,Spring,7.0,inland,Cloudy
8765,46.0,53,5.5,30.0,partly cloudy,1126.78,7,Summer,16.0,mountain,Snowy
8373,20.0,53,8.0,44.0,overcast,1014.36,4,Winter,5.0,inland,Cloudy
3855,34.0,53,12.5,46.0,partly cloudy,1019.99,2,Autumn,7.5,mountain,Cloudy
757,33.0,53,6.0,44.0,partly cloudy,1011.26,2,Spring,5.5,mountain,Cloudy
760,30.0,53,2.0,22.0,overcast,1004.61,2,Spring,8.0,coastal,Cloudy
3779,15.0,53,8.5,24.0,overcast,1004.49,2,Summer,7.5,mountain,Cloudy
3009,15.0,53,10.5,19.0,overcast,1011.26,1,Winter,5.0,inland,Cloudy
1002,12.0,53,9.5,19.0,partly cloudy,1003.07,1,Autumn,9.0,inland,Cloudy
3758,28.0,53,11.0,11.0,overcast,1018.35,2,Summer,5.0,inland,Cloudy
8544,19.0,53,2.5,65.0,overcast,1191.95,5,Autumn,17.5,coastal,Cloudy
3716,-12.0,53,10.0,77.0,overcast,1008.78,2,Winter,17.5,mountain,Cloudy
8579,30.0,53,0.5,30.0,partly cloudy,1000.77,1,Winter,7.5,mountain,Cloudy
3699,24.0,53,11.0,19.0,partly cloudy,1005.07,3,Spring,7.5,coastal,Cloudy
3070,15.0,53,6.5,37.0,partly cloudy,1001.53,1,Autumn,8.0,mountain,Cloudy
8678,37.0,53,8.0,4.0,clear,1026.89,11,Summer,8.5,mountain,Sunny
8688,30.0,53,5.5,35.0,partly cloudy,1016.49,4,Summer,8.5,coastal,Cloudy
8694,30.0,53,8.0,16.0,partly cloudy,1024.9,8,Summer,6.5,inland,Sunny
3136,31.0,53,11.5,23.0,overcast,1001.6,2,Summer,8.5,mountain,Cloudy
943,22.0,53,3.0,16.0,partly cloudy,1023.32,6,Winter,7.5,coastal,Sunny
9279,20.0,53,3.5,17.0,partly cloudy,1028.24,5,Autumn,7.0,coastal,Sunny
12738,18.0,53,3.5,35.0,partly cloudy,1013.46,2,Spring,5.0,coastal,Cloudy
11883,25.0,53,8.5,38.0,overcast,1018.02,4,Summer,5.5,mountain,Cloudy
10412,38.0,53,3.0,15.0,clear,1015.39,8,Summer,5.0,coastal,Sunny
7069,25.0,53,0.5,37.0,partly cloudy,1002.8,1,Summer,8.0,coastal,Cloudy
7064,26.0,53,1.0,12.0,clear,1020.8,6,Winter,9.5,inland,Sunny
7094,20.0,53,5.0,4.0,partly cloudy,1017.72,8,Spring,6.5,coastal,Sunny
4740,44.0,53,8.5,18.0,clear,1023.11,5,Autumn,9.5,coastal,Sunny
4741,27.0,53,13.5,17.0,overcast,1011.09,4,Autumn,8.0,mountain,Cloudy
11724,-3.0,53,7.5,16.0,partly cloudy,1171.11,10,Autumn,19.5,mountain,Cloudy
2278,10.0,53,3.0,18.0,overcast,1013.03,4,Autumn,6.0,inland,Cloudy
7138,28.0,53,15.0,27.0,overcast,1006.42,3,Autumn,5.5,inland,Cloudy
4764,11.0,53,4.5,35.0,overcast,1003.66,2,Winter,5.0,inland,Cloudy
8139,32.0,52,14.5,24.0,partly cloudy,1009.8,4,Winter,7.0,inland,Cloudy
4007,29.0,52,2.0,14.0,overcast,1017.75,4,Winter,6.5,inland,Cloudy
6322,40.0,52,10.0,2.0,clear,1010.31,11,Autumn,7.5,coastal,Sunny
12753,27.0,52,1.5,16.0,clear,1020.04,11,Autumn,6.0,inland,Sunny
4070,12.0,52,8.5,31.0,partly cloudy,1010.48,4,Spring,8.5,coastal,Cloudy
280,-2.0,52,13.5,88.0,cloudy,841.43,2,Summer,1.5,mountain,Sunny
5390,34.0,52,7.0,13.0,overcast,1009.3,1,Summer,8.0,coastal,Cloudy
4089,4.0,52,10.0,55.0,overcast,992.22,9,Autumn,8.5,inland,Cloudy
2284,24.0,52,4.5,13.0,clear,1014.56,8,Summer,9.5,mountain,Sunny
3983,11.0,52,2.5,21.0,partly cloudy,1014.62,4,Winter,5.5,coastal,Cloudy
702,-13.0,52,5.5,75.0,cloudy,1066.35,14,Spring,7.5,inland,Sunny
6282,40.0,52,0.0,0.0,clear,1024.45,7,Autumn,9.0,coastal,Sunny
130,23.0,52,1.0,36.0,partly cloudy,1017.92,1,Spring,8.5,mountain,Cloudy
2894,31.0,52,12.5,17.0,overcast,1019.17,2,Winter,5.5,coastal,Cloudy
9648,17.0,52,8.5,30.0,partly cloudy,1007.66,4,Spring,8.5,mountain,Cloudy
1730,15.0,52,8.5,41.0,overcast,1000.77,3,Winter,8.0,inland,Cloudy
719,13.0,52,11.5,44.0,partly cloudy,1003.47,3,Summer,8.5,coastal,Cloudy
5451,17.0,52,5.5,43.0,overcast,1014.99,2,Winter,6.0,mountain,Cloudy
12340,23.0,52,12.5,39.0,overcast,1006.2,1,Summer,8.5,coastal,Cloudy
9623,27.0,52,3.0,30.0,overcast,1004.32,2,Spring,7.5,coastal,Cloudy
11040,21.0,52,6.0,43.0,overcast,1009.87,2,Spring,6.0,coastal,Cloudy
336,28.0,52,13.5,30.0,partly cloudy,1011.14,3,Spring,5.0,coastal,Cloudy
6239,23.0,52,8.0,15.0,overcast,1013.38,4,Summer,8.0,inland,Cloudy
8336,26.0,52,2.5,12.0,overcast,1009.69,2,Winter,6.5,coastal,Cloudy
10383,30.0,52,4.0,49.0,overcast,1017.81,2,Autumn,6.0,inland,Cloudy
7992,33.0,52,9.0,2.0,clear,1028.66,6,Spring,9.0,coastal,Sunny
1839,27.0,52,14.5,29.0,overcast,1001.3,2,Spring,6.5,coastal,Cloudy
9952,36.0,52,7.0,4.0,partly cloudy,1024.01,5,Summer,7.0,mountain,Sunny
4396,16.0,52,12.0,11.0,overcast,1000.49,3,Summer,5.5,coastal,Cloudy
10067,34.0,52,8.5,10.0,clear,1015.91,9,Spring,5.5,inland,Sunny
10760,32.0,52,6.0,48.0,partly cloudy,1011.65,2,Autumn,6.0,coastal,Cloudy
5000,29.0,52,4.0,1.0,clear,1024.4,9,Spring,5.5,mountain,Sunny
6553,-20.0,52,3.5,87.0,partly cloudy,922.51,14,Autumn,16.0,mountain,Snowy
10782,37.0,52,4.5,4.0,clear,1016.81,9,Autumn,5.0,coastal,Sunny
533,31.0,52,7.0,19.0,clear,1024.37,7,Summer,8.0,mountain,Sunny
546,42.0,52,3.0,12.0,partly cloudy,1025.53,9,Summer,5.5,mountain,Sunny
4275,20.0,52,3.5,5.0,partly cloudy,1029.11,11,Winter,8.5,inland,Sunny
9962,18.0,52,13.0,33.0,partly cloudy,1013.69,2,Summer,8.5,inland,Cloudy
7777,28.0,52,3.0,21.0,partly cloudy,1009.29,3,Winter,5.5,mountain,Cloudy
12995,30.0,52,8.5,5.0,clear,1018.21,6,Autumn,8.0,inland,Sunny
5360,33.0,52,11.0,35.0,partly cloudy,1018.11,1,Autumn,6.0,coastal,Cloudy
9909,18.0,52,6.5,44.0,partly cloudy,1010.98,3,Spring,8.0,inland,Cloudy
7828,33.0,52,9.5,34.0,overcast,1001.71,4,Autumn,7.0,inland,Cloudy
4226,31.0,52,7.5,6.0,clear,1013.26,6,Autumn,9.0,mountain,Sunny
4211,20.0,52,13.5,49.0,partly cloudy,1007.18,4,Spring,8.5,coastal,Cloudy
13008,27.0,52,8.5,3.0,clear,1011.75,7,Spring,9.5,inland,Sunny
9851,40.0,52,3.5,3.0,clear,1028.94,7,Winter,6.0,mountain,Sunny
9841,27.0,52,8.5,46.0,partly cloudy,1017.76,2,Spring,5.0,mountain,Cloudy
6406,33.0,52,7.0,2.0,clear,1026.45,9,Summer,8.5,inland,Sunny
6405,22.0,52,9.5,39.0,partly cloudy,1000.75,3,Winter,8.5,inland,Cloudy
4166,18.0,52,10.0,17.0,cloudy,1060.37,5,Winter,18.0,inland,Rainy
7154,34.0,52,1.5,15.0,overcast,1014.46,2,Spring,5.0,coastal,Cloudy
3879,20.0,52,14.0,11.0,overcast,1000.96,1,Autumn,8.0,coastal,Cloudy
5502,36.0,52,4.5,4.0,clear,1017.71,11,Autumn,10.0,mountain,Sunny
6220,18.0,52,12.5,49.0,partly cloudy,1015.77,2,Summer,7.5,mountain,Cloudy
3451,43.0,52,10.0,43.0,cloudy,975.05,7,Summer,18.5,coastal,Rainy
3182,26.0,52,1.5,38.0,overcast,1015.92,4,Autumn,8.0,coastal,Cloudy
12195,44.0,52,7.0,1.0,clear,1019.63,10,Summer,7.5,coastal,Sunny
7052,25.0,52,9.5,9.0,partly cloudy,1015.03,6,Spring,7.5,coastal,Sunny
5722,22.0,52,0.5,8.0,partly cloudy,1018.6,10,Summer,7.5,mountain,Sunny
8852,18.0,52,5.0,19.0,partly cloudy,1013.73,1,Summer,9.0,coastal,Cloudy
5733,28.0,52,6.5,18.0,clear,1011.87,10,Summer,5.5,mountain,Sunny
11302,33.0,52,11.5,28.0,overcast,1003.64,4,Winter,7.0,mountain,Cloudy
9200,29.0,52,6.0,39.0,partly cloudy,1017.31,4,Summer,8.5,mountain,Cloudy
8873,14.0,52,5.0,26.0,partly cloudy,1019.77,1,Winter,8.0,mountain,Cloudy
8880,20.0,52,6.0,31.0,partly cloudy,1005.77,2,Summer,7.5,inland,Cloudy
3225,29.0,52,12.5,47.0,cloudy,919.28,7,Autumn,3.0,inland,Sunny
8894,24.0,52,11.5,49.0,partly cloudy,1019.99,2,Winter,6.0,mountain,Cloudy
11412,30.0,52,1.0,19.0,clear,1016.32,10,Summer,5.0,inland,Sunny
6851,18.0,52,5.0,25.0,partly cloudy,1014.04,4,Winter,7.0,inland,Cloudy
6983,34.0,52,7.5,4.0,clear,1016.28,9,Summer,8.0,mountain,Sunny
8948,10.0,52,11.5,36.0,partly cloudy,1019.54,3,Autumn,5.5,inland,Cloudy
3272,10.0,52,11.0,48.0,partly cloudy,1001.08,1,Spring,6.0,inland,Cloudy
5833,15.0,52,0.0,31.0,partly cloudy,1006.72,3,Autumn,5.5,mountain,Cloudy
3275,36.0,52,5.0,15.0,clear,1011.81,7,Autumn,9.0,coastal,Sunny
870,16.0,52,4.0,29.0,overcast,1009.5,4,Autumn,6.0,inland,Cloudy
3285,13.0,52,8.5,35.0,partly cloudy,1007.99,1,Winter,7.5,mountain,Cloudy
11365,31.0,52,12.5,22.0,overcast,1019.28,3,Winter,8.0,mountain,Cloudy
12130,19.0,52,14.0,29.0,partly cloudy,1003.48,3,Winter,5.0,coastal,Cloudy
12820,26.0,52,7.5,12.0,clear,1025.6,7,Summer,9.0,coastal,Sunny
4870,10.0,52,2.0,35.0,partly cloudy,1010.52,4,Autumn,8.0,inland,Cloudy
9017,24.0,52,4.0,37.0,partly cloudy,1002.66,3,Spring,5.5,inland,Cloudy
5712,16.0,52,13.5,44.0,partly cloudy,1002.97,3,Autumn,7.0,coastal,Cloudy
9235,28.0,52,9.5,8.0,clear,1021.02,8,Autumn,9.5,coastal,Sunny
12043,22.0,52,9.5,24.0,overcast,1005.64,3,Winter,8.5,inland,Cloudy
812,27.0,52,5.5,12.0,clear,1026.19,11,Summer,9.5,mountain,Sunny
8395,29.0,52,8.0,11.0,partly cloudy,1013.92,2,Spring,6.5,mountain,Cloudy
12834,42.0,52,6.5,61.0,cloudy,949.91,3,Winter,18.0,inland,Rainy
6193,13.0,52,9.5,42.0,partly cloudy,1012.28,3,Winter,5.0,mountain,Cloudy
8420,11.0,52,14.0,25.0,overcast,1014.85,2,Winter,7.5,mountain,Cloudy
6177,34.0,52,4.5,29.0,overcast,1014.19,1,Summer,5.5,inland,Cloudy
3816,21.0,52,10.0,18.0,clear,1026.69,9,Summer,9.0,inland,Sunny
6154,42.0,52,4.0,13.0,clear,1023.36,6,Winter,5.5,coastal,Sunny
2992,24.0,52,7.0,6.0,clear,1025.06,7,Summer,6.0,coastal,Sunny
72,11.0,52,6.0,97.0,overcast,1063.39,7,Summer,12.5,inland,Snowy
64,24.0,52,9.0,29.0,partly cloudy,1007.84,1,Autumn,8.0,mountain,Cloudy
9484,23.0,52,6.0,1.0,partly cloudy,1028.53,11,Summer,8.0,mountain,Sunny
3776,39.0,52,2.0,8.0,clear,1012.3,11,Autumn,6.5,inland,Sunny
3772,14.0,52,12.0,13.0,partly cloudy,1005.74,3,Autumn,9.0,coastal,Cloudy
9477,21.0,52,8.0,44.0,partly cloudy,1006.7,4,Autumn,8.5,coastal,Cloudy
3014,41.0,52,3.0,18.0,partly cloudy,1029.47,10,Summer,7.5,inland,Sunny
11969,13.0,52,12.5,16.0,partly cloudy,1012.55,3,Spring,8.5,coastal,Cloudy
3732,31.0,52,9.0,9.0,clear,1020.32,6,Autumn,6.0,mountain,Sunny
3058,17.0,52,2.0,32.0,partly cloudy,1017.72,3,Summer,6.0,coastal,Cloudy
12254,31.0,52,7.5,20.0,partly cloudy,1005.64,3,Summer,5.5,coastal,Cloudy
1595,11.0,52,2.5,44.0,overcast,1004.77,2,Winter,8.5,mountain,Cloudy
12804,32.0,52,4.5,40.0,partly cloudy,1007.6,4,Spring,8.5,coastal,Cloudy
8720,26.0,52,3.5,79.0,overcast,1153.44,14,Autumn,19.0,coastal,Snowy
1576,-7.0,52,1.5,24.0,overcast,1078.7,10,Winter,4.5,inland,Snowy
5994,30.0,52,4.0,12.0,partly cloudy,1003.84,2,Winter,8.5,mountain,Cloudy
5983,29.0,52,14.5,20.0,partly cloudy,1014.66,3,Autumn,6.5,mountain,Cloudy
2551,26.0,52,14.5,18.0,cloudy,1085.07,6,Spring,14.5,inland,Cloudy
7371,20.0,52,12.0,11.0,overcast,1013.17,2,Autumn,6.5,mountain,Cloudy
6651,12.0,52,10.0,24.0,overcast,1000.66,3,Winter,6.5,mountain,Cloudy
259,1.0,52,13.5,18.0,overcast,829.86,14,Spring,6.5,coastal,Cloudy
4713,37.0,52,8.0,14.0,clear,1016.28,9,Autumn,5.5,coastal,Sunny
7453,18.0,52,9.5,48.0,partly cloudy,1005.34,3,Autumn,7.0,inland,Cloudy
2492,15.0,52,6.0,43.0,partly cloudy,1019.49,4,Winter,7.0,mountain,Cloudy
6650,12.0,52,14.5,74.0,cloudy,941.05,14,Spring,16.5,inland,Sunny
4610,27.0,52,8.5,15.0,overcast,1019.05,1,Winter,9.0,coastal,Cloudy
7517,13.0,52,14.5,10.0,partly cloudy,1012.87,3,Autumn,7.5,coastal,Cloudy
2379,10.0,52,5.0,15.0,partly cloudy,1010.82,4,Autumn,9.0,coastal,Cloudy
7252,30.0,52,6.5,19.0,clear,1022.13,9,Summer,5.5,inland,Sunny
4578,-3.0,52,10.0,55.0,overcast,817.52,3,Spring,7.0,mountain,Snowy
7230,27.0,52,9.0,18.0,partly cloudy,1000.71,4,Summer,6.0,coastal,Cloudy
10202,21.0,52,0.0,42.0,partly cloudy,1001.57,3,Spring,8.5,inland,Cloudy
7414,12.0,52,10.5,37.0,overcast,1017.68,4,Autumn,6.0,mountain,Cloudy
6709,30.0,52,6.0,27.0,overcast,1013.51,1,Summer,8.5,coastal,Cloudy
4646,27.0,52,3.5,30.0,partly cloudy,1007.34,4,Summer,9.0,inland,Cloudy
2458,16.0,52,8.5,24.0,partly cloudy,1006.67,3,Winter,7.0,coastal,Cloudy
7515,10.0,52,8.5,32.0,partly cloudy,1003.38,3,Autumn,5.5,mountain,Cloudy
4721,32.0,52,7.5,19.0,clear,1016.31,10,Autumn,9.0,coastal,Sunny
7326,33.0,52,5.5,33.0,partly cloudy,1014.33,4,Autumn,6.5,mountain,Cloudy
5006,35.0,52,0.5,13.0,partly cloudy,1012.64,6,Summer,8.5,coastal,Sunny
10709,2.0,52,6.0,99.0,cloudy,972.31,6,Winter,18.5,mountain,Snowy
12652,30.0,52,0.0,12.0,overcast,1007.48,1,Autumn,8.5,coastal,Cloudy
7472,47.0,52,13.0,49.0,overcast,966.8,11,Summer,10.5,mountain,Sunny
9725,11.0,51,15.0,39.0,overcast,1000.97,1,Winter,7.5,coastal,Cloudy
5391,20.0,51,15.0,26.0,partly cloudy,1007.98,1,Autumn,7.0,inland,Cloudy
8909,32.0,51,10.0,25.0,overcast,1004.4,1,Autumn,6.5,inland,Cloudy
8827,-4.0,51,1.5,40.0,overcast,1136.61,4,Winter,4.0,coastal,Cloudy
6454,39.0,51,2.5,15.0,clear,1021.17,10,Summer,5.5,coastal,Sunny
4843,32.0,51,8.0,0.0,partly cloudy,1015.96,5,Spring,5.5,mountain,Sunny
1060,17.0,51,2.0,20.0,partly cloudy,1011.82,1,Winter,6.0,mountain,Cloudy
4038,33.0,51,2.5,21.0,partly cloudy,1018.45,2,Autumn,6.0,inland,Cloudy
7063,31.0,51,13.5,11.0,partly cloudy,1000.87,2,Autumn,6.0,coastal,Cloudy
4177,36.0,51,8.5,18.0,clear,1021.45,9,Summer,9.5,mountain,Sunny
8158,28.0,51,9.0,3.0,clear,1012.02,5,Summer,5.5,coastal,Sunny
6447,44.0,51,3.5,36.0,partly cloudy,876.32,8,Winter,9.5,mountain,Snowy
8172,35.0,51,1.0,16.0,partly cloudy,1027.26,10,Winter,9.5,coastal,Sunny
407,20.0,51,3.5,34.0,partly cloudy,1001.09,4,Autumn,7.0,inland,Cloudy
3179,22.0,51,2.0,9.0,clear,1017.16,5,Spring,6.0,inland,Sunny
10983,48.0,51,3.0,66.0,partly cloudy,932.56,11,Summer,2.5,mountain,Sunny
7071,38.0,51,0.5,1.0,clear,1016.26,11,Summer,5.0,inland,Sunny
689,25.0,51,3.5,6.0,clear,1021.18,10,Winter,7.5,mountain,Sunny
9686,40.0,51,5.5,10.0,clear,1027.11,8,Autumn,5.5,coastal,Sunny
5761,22.0,51,8.0,5.0,clear,1020.71,5,Summer,8.0,inland,Sunny
7827,13.0,51,7.0,47.0,partly cloudy,1019.28,3,Summer,6.0,inland,Cloudy
4534,36.0,51,2.0,14.0,cloudy,956.24,3,Spring,3.0,inland,Rainy
9210,26.0,51,9.0,7.0,partly cloudy,1023.87,9,Spring,8.0,mountain,Sunny
647,24.0,51,8.0,26.0,partly cloudy,1018.31,2,Spring,6.5,mountain,Cloudy
5871,32.0,51,9.0,10.0,partly cloudy,1018.04,1,Spring,9.0,inland,Cloudy
6436,30.0,51,7.0,4.0,clear,1018.49,9,Summer,5.5,mountain,Sunny
4167,25.0,51,10.0,31.0,partly cloudy,1019.42,3,Spring,5.5,coastal,Cloudy
17,33.0,51,0.5,27.0,overcast,1009.18,3,Autumn,5.5,coastal,Cloudy
8874,30.0,51,5.0,9.0,clear,1026.05,6,Spring,9.0,mountain,Sunny
7961,-13.0,51,12.5,36.0,cloudy,966.19,2,Autumn,19.0,coastal,Rainy
7971,32.0,51,11.0,17.0,partly cloudy,1008.63,1,Winter,7.5,inland,Cloudy
13015,32.0,51,4.0,32.0,partly cloudy,1016.81,3,Winter,7.0,inland,Cloudy
4132,24.0,51,3.5,6.0,clear,1020.71,5,Autumn,7.5,coastal,Sunny
4742,21.0,51,4.0,3.0,clear,1015.28,11,Autumn,6.5,inland,Sunny
10925,22.0,51,6.5,19.0,clear,1025.07,10,Winter,5.5,mountain,Sunny
4172,31.0,51,3.0,14.0,clear,1026.44,10,Summer,6.5,inland,Sunny
8009,10.0,51,3.0,48.0,partly cloudy,1018.09,4,Autumn,8.5,mountain,Cloudy
